species,genus,family
Gardenia aqualla,Gardenia,Rubiaceae
Gardenia gardneri,Gardenia,Rubiaceae
Gardenia jasminoides,Gardenia,Rubiaceae
Gardenia lamingtonii,Gardenia,Rubiaceae
Peponidium parvifolium,Peponidium,Rubiaceae
Mitrasacme phascoides,Mitrasacme,Loganiaceae
Mitrasacme maritima,Mitrasacme,Loganiaceae
Cynanchum boveanum,Cynanchum,Apocynaceae
Cynanchum defilippii,Cynanchum,Apocynaceae
Cynanchum diazmirandae,Cynanchum,Apocynaceae
Cynanchum falcatum,Cynanchum,Apocynaceae
Cynanchum floribundum,Cynanchum,Apocynaceae
Cynanchum folotsioides,Cynanchum,Apocynaceae
Cynanchum napiferum,Cynanchum,Apocynaceae
Lomatogoniopsis galeiformis,Lomatogoniopsis,Gentianaceae
Mitrasacme katjarranka,Mitrasacme,Loganiaceae
Gardenia gordonii,Gardenia,Rubiaceae
Cerbera laeta,Cerbera,Apocynaceae
Rondeletia barahonensis,Rondeletia,Rubiaceae
Rondeletia cincta,Rondeletia,Rubiaceae
Rondeletia disperma,Rondeletia,Rubiaceae
Staelia thymoides,Staelia,Rubiaceae
Lomatogonium gaurgopalii,Lomatogonium,Gentianaceae
Gardenia actinocarpa,Gardenia,Rubiaceae
Gardenia coronaria,Gardenia,Rubiaceae
Gardenia posoquerioides,Gardenia,Rubiaceae
Gardenia taitensis,Gardenia,Rubiaceae
Mitrasacme pilosa,Mitrasacme,Loganiaceae
Mitrasacme prolifera,Mitrasacme,Loganiaceae
Rondeletia eriantha,Rondeletia,Rubiaceae
Rondeletia hameliifolia,Rondeletia,Rubiaceae
Rondeletia peduncularis,Rondeletia,Rubiaceae
Staelia domingosii,Staelia,Rubiaceae
Cynanchum ampanihense,Cynanchum,Apocynaceae
Cynanchum appendiculatopsis,Cynanchum,Apocynaceae
Cynanchum chanchanense,Cynanchum,Apocynaceae
Cynanchum rauhianum,Cynanchum,Apocynaceae
Cynanchum zeyheri,Cynanchum,Apocynaceae
Cerbera manghas,Cerbera,Apocynaceae
Rondeletia erythroneura,Rondeletia,Rubiaceae
Rondeletia fuertesii,Rondeletia,Rubiaceae
Tessiera lithospermoides,Tessiera,Rubiaceae
Gardenia carstensensis,Gardenia,Rubiaceae
Gardenia schlechteri,Gardenia,Rubiaceae
Gardenia urvillei,Gardenia,Rubiaceae
Gardenia vilhelmii,Gardenia,Rubiaceae
Mitrasacme elata,Mitrasacme,Loganiaceae
Alleizettella rubra,Alleizettella,Rubiaceae
Rondeletia leonii,Rondeletia,Rubiaceae
Rondeletia mornicola,Rondeletia,Rubiaceae
Rondeletia pedicellaris,Rondeletia,Rubiaceae
Cynanchum acuminatum,Cynanchum,Apocynaceae
Cynanchum bicampanulatum,Cynanchum,Apocynaceae
Cynanchum crassipedicellatum,Cynanchum,Apocynaceae
Cynanchum cucullatum,Cynanchum,Apocynaceae
Cynanchum puberulum,Cynanchum,Apocynaceae
Cynanchum sigridiae,Cynanchum,Apocynaceae
Gardenia sambiranensis,Gardenia,Rubiaceae
Rondeletia azuensis,Rondeletia,Rubiaceae
Rondeletia eriocarpa,Rondeletia,Rubiaceae
Pentasacme caudatum,Pentasacme,Apocynaceae
Gardenia barnesii,Gardenia,Rubiaceae
Gardenia chevalieri,Gardenia,Rubiaceae
Gardenia cuneata,Gardenia,Rubiaceae
Gardenia jabiluka,Gardenia,Rubiaceae
Gardenia ovularis,Gardenia,Rubiaceae
Mitrasacme erophila,Mitrasacme,Loganiaceae
Rondeletia belizensis,Rondeletia,Rubiaceae
Ceropegia abyssinica,Ceropegia,Apocynaceae
Ceropegia angustifolia,Ceropegia,Apocynaceae
Ceropegia cataphyllaris,Ceropegia,Apocynaceae
Ceropegia convolvuloides,Ceropegia,Apocynaceae
Ceropegia decidua,Ceropegia,Apocynaceae
Ceropegia gikyi,Ceropegia,Apocynaceae
Ceropegia hermannii,Ceropegia,Apocynaceae
Ceropegia humbertii,Ceropegia,Apocynaceae
Ceropegia pullaiahii,Ceropegia,Apocynaceae
Ceropegia rendallii,Ceropegia,Apocynaceae
Ceropegia tanzaniensis,Ceropegia,Apocynaceae
Spigelia polystachya,Spigelia,Loganiaceae
Spigelia hatschbachii,Spigelia,Loganiaceae
Spigelia glabrata,Spigelia,Loganiaceae
Kadua lichtlei,Kadua,Rubiaceae
Retiniphyllum francoanum,Retiniphyllum,Rubiaceae
Ceropegia khasiana,Ceropegia,Apocynaceae
Ceriscoides glabra,Ceriscoides,Rubiaceae
Swertia striata,Swertia,Gentianaceae
Swertia punctata,Swertia,Gentianaceae
Swertia uniflora,Swertia,Gentianaceae
Spigelia rondoniensis,Spigelia,Loganiaceae
Bertiera letouzeyi,Bertiera,Rubiaceae
Bertiera subsessilis,Bertiera,Rubiaceae
Parahancornia peruviana,Parahancornia,Apocynaceae
Ceropegia filipendula,Ceropegia,Apocynaceae
Ceropegia kundelunguensis,Ceropegia,Apocynaceae
Ceropegia linophyllum,Ceropegia,Apocynaceae
Ceropegia monticola,Ceropegia,Apocynaceae
Ceropegia noorjahaniae,Ceropegia,Apocynaceae
Ceropegia oiantha,Ceropegia,Apocynaceae
Coptophyllum capitatum,Coptophyllum,Rubiaceae
Pseudohamelia hirsuta,Pseudohamelia,Rubiaceae
Schismatoclada lutea,Schismatoclada,Rubiaceae
Schismatoclada rubra,Schismatoclada,Rubiaceae
Schismatoclada viburnoides,Schismatoclada,Rubiaceae
Swertia taylorii,Swertia,Gentianaceae
Swertia mannii,Swertia,Gentianaceae
Swertia elata,Swertia,Gentianaceae
Swertia binchuanensis,Swertia,Gentianaceae
Swertia burmanica,Swertia,Gentianaceae
Spigelia anthelmia,Spigelia,Loganiaceae
Bertiera thonneri,Bertiera,Rubiaceae
Bertiera troupinii,Bertiera,Rubiaceae
Mantalania capuronii,Mantalania,Rubiaceae
Spongiosperma oleifolium,Spongiosperma,Apocynaceae
Ceriscoides imbakensis,Ceriscoides,Rubiaceae
Ceropegia glabriflora,Ceropegia,Apocynaceae
Cracosna xyridiformis,Cracosna,Gentianaceae
Retiniphyllum pauciflorum,Retiniphyllum,Rubiaceae
Ceropegia collaricorona,Ceropegia,Apocynaceae
Ceropegia ensifolia,Ceropegia,Apocynaceae
Ceropegia hofstaetteri,Ceropegia,Apocynaceae
Ceropegia imbricata,Ceropegia,Apocynaceae
Ceropegia inornata,Ceropegia,Apocynaceae
Ceropegia longifolia,Ceropegia,Apocynaceae
Ceropegia maccannii,Ceropegia,Apocynaceae
Ceropegia sandersonii,Ceropegia,Apocynaceae
Ceropegia trichantha,Ceropegia,Apocynaceae
Fischeria panamensis,Fischeria,Apocynaceae
Ceropegia ravikumariana,Ceropegia,Apocynaceae
Ceropegia phuchongensis,Ceropegia,Apocynaceae
Ceropegia ariyittaparensis,Ceropegia,Apocynaceae
Spigelia hedyotidea,Spigelia,Loganiaceae
Spigelia sphagnicola,Spigelia,Loganiaceae
Schismatoclada villiflora,Schismatoclada,Rubiaceae
Stenostelma urceolatum,Stenostelma,Apocynaceae
Swertia davidii,Swertia,Gentianaceae
Swertia divaricata,Swertia,Gentianaceae
Kadua acuminata,Kadua,Rubiaceae
Ceropegia theronii,Ceropegia,Apocynaceae
Ceropegia laotica,Ceropegia,Apocynaceae
Ceropegia boonjarasii,Ceropegia,Apocynaceae
Dialypetalanthus fuscescens,Dialypetalanthus,Rubiaceae
Retiniphyllum longiflorum,Retiniphyllum,Rubiaceae
Ceropegia boerhaaviifolia,Ceropegia,Apocynaceae
Ceropegia fusiformis,Ceropegia,Apocynaceae
Ceropegia gardneri,Ceropegia,Apocynaceae
Ceropegia juncea,Ceropegia,Apocynaceae
Ceropegia lawii,Ceropegia,Apocynaceae
Ceropegia occulta,Ceropegia,Apocynaceae
Ceropegia richardsiae,Ceropegia,Apocynaceae
Ceropegia ringens,Ceropegia,Apocynaceae
Ceropegia thorelii,Ceropegia,Apocynaceae
Swertia pahalgamensis,Swertia,Gentianaceae
Spigelia andersonii,Spigelia,Loganiaceae
Spigelia novogranatensis,Spigelia,Loganiaceae
Spigelia leiocarpa,Spigelia,Loganiaceae
Swertia lugardae,Swertia,Gentianaceae
Swertia verticillifolia,Swertia,Gentianaceae
Swertia usambarensis,Swertia,Gentianaceae
Spigelia caaguazuensis,Spigelia,Loganiaceae
Bertiera annobonensis,Bertiera,Rubiaceae
Bertiera longiloba,Bertiera,Rubiaceae
Ceropegia cyperifolia,Ceropegia,Apocynaceae
Schismatoclada aurea,Schismatoclada,Rubiaceae
Ceropegia acicularis,Ceropegia,Apocynaceae
Ceropegia bhutanica,Ceropegia,Apocynaceae
Ceropegia cordata,Ceropegia,Apocynaceae
Ceropegia manderensis,Ceropegia,Apocynaceae
Ceropegia mayottae,Ceropegia,Apocynaceae
Ceropegia paricyma,Ceropegia,Apocynaceae
Ceropegia sahyadrica,Ceropegia,Apocynaceae
Spigelia stenophylla,Spigelia,Loganiaceae
Schismatoclada humbertiana,Schismatoclada,Rubiaceae
Swertia pseudohookeri,Swertia,Gentianaceae
Bertiera lanx,Bertiera,Rubiaceae
Bertiera procumbens,Bertiera,Rubiaceae
Ceropegia gracilidens,Ceropegia,Apocynaceae
Swertia wattii,Swertia,Gentianaceae
Plocama alshehbazii,Plocama,Rubiaceae
Ceropegia africana,Ceropegia,Apocynaceae
Ceropegia cufodontii,Ceropegia,Apocynaceae
Ceropegia damannii,Ceropegia,Apocynaceae
Ceropegia fantastica,Ceropegia,Apocynaceae
Ceropegia gypsophila,Ceropegia,Apocynaceae
Ceropegia pachystelma,Ceropegia,Apocynaceae
Ceropegia pusilla,Ceropegia,Apocynaceae
Ceropegia saxatilis,Ceropegia,Apocynaceae
Ceropegia stenantha,Ceropegia,Apocynaceae
Ceropegia tihamana,Ceropegia,Apocynaceae
Spigelia petiolata,Spigelia,Loganiaceae
Spigelia reitzii,Spigelia,Loganiaceae
Spigelia schlechtendaliana,Spigelia,Loganiaceae
Swertia mussotii,Swertia,Gentianaceae
Swertia leducii,Swertia,Gentianaceae
Swertia nepalensis,Swertia,Gentianaceae
Bertiera iturensis,Bertiera,Rubiaceae
Bertiera laxa,Bertiera,Rubiaceae
Kadua raiateensis,Kadua,Rubiaceae
Parahancornia negroensis,Parahancornia,Apocynaceae
Valantia lainzii,Valantia,Rubiaceae
Retiniphyllum truncatum,Retiniphyllum,Rubiaceae
Ceropegia bulbosa,Ceropegia,Apocynaceae
Ceropegia campanulata,Ceropegia,Apocynaceae
Ceropegia distincta,Ceropegia,Apocynaceae
Ceropegia manoharii,Ceropegia,Apocynaceae
Ceropegia purpurascens,Ceropegia,Apocynaceae
Ceropegia recurvata,Ceropegia,Apocynaceae
Ceropegia sobolifera,Ceropegia,Apocynaceae
Ceropegia tourana,Ceropegia,Apocynaceae
Ceropegia yorubana,Ceropegia,Apocynaceae
Ceropegia christianeae,Ceropegia,Apocynaceae
Spigelia pygmaea,Spigelia,Loganiaceae
Schismatoclada concinna,Schismatoclada,Rubiaceae
Ceropegia graminea,Ceropegia,Apocynaceae
Ceropegia thorutii,Ceropegia,Apocynaceae
Ceropegia foetidiflora,Ceropegia,Apocynaceae
Valantia muralis,Valantia,Rubiaceae
Swertia tetragona,Swertia,Gentianaceae
Swertia iberica,Swertia,Gentianaceae
Swertia lastii,Swertia,Gentianaceae
Swertia kouitchensis,Swertia,Gentianaceae
Swertia veratroides,Swertia,Gentianaceae
Swertia patens,Swertia,Gentianaceae
Swertia pubescens,Swertia,Gentianaceae
Swertia perennis,Swertia,Gentianaceae
Swertia angustifolia,Swertia,Gentianaceae
Bertiera parviflora,Bertiera,Rubiaceae
Hutchinsonia barbata,Hutchinsonia,Rubiaceae
Kadua fluviatilis,Kadua,Rubiaceae
Retiniphyllum cataractae,Retiniphyllum,Rubiaceae
Ceropegia affinis,Ceropegia,Apocynaceae
Ceropegia ambovombensis,Ceropegia,Apocynaceae
Ceropegia bhatii,Ceropegia,Apocynaceae
Ceropegia carnosa,Ceropegia,Apocynaceae
Ceropegia evansii,Ceropegia,Apocynaceae
Ceropegia rupicola,Ceropegia,Apocynaceae
Ceropegia vanderystii,Ceropegia,Apocynaceae
Ceropegia volubilis,Ceropegia,Apocynaceae
Schismatoclada farahimpensis,Schismatoclada,Rubiaceae
Schismatoclada longistipula,Schismatoclada,Rubiaceae
Spigelia ayotzinapensis,Spigelia,Loganiaceae
Swertia membranifolia,Swertia,Gentianaceae
Bertiera retrofracta,Bertiera,Rubiaceae
Bertiera thollonii,Bertiera,Rubiaceae
Swertia younghusbandii,Swertia,Gentianaceae
Retiniphyllum secundiflorum,Retiniphyllum,Rubiaceae
Ceropegia bosseri,Ceropegia,Apocynaceae
Ceropegia ellenbeckii,Ceropegia,Apocynaceae
Ceropegia fortuita,Ceropegia,Apocynaceae
Ceropegia scabra,Ceropegia,Apocynaceae
Ceropegia tribounii,Ceropegia,Apocynaceae
Spigelia humboldtiana,Spigelia,Loganiaceae
Ceropegia longirostris,Ceropegia,Apocynaceae
Swertia stricta,Swertia,Gentianaceae
Swertia mileensis,Swertia,Gentianaceae
Swertia rotundiglandula,Swertia,Gentianaceae
Swertia paniculata,Swertia,Gentianaceae
Spigelia brachystachya,Spigelia,Loganiaceae
Bertiera longithyrsa,Bertiera,Rubiaceae
Spongiosperma cataractarum,Spongiosperma,Apocynaceae
Swertia welwitschii,Swertia,Gentianaceae
Swertia zayuensis,Swertia,Gentianaceae
Luculia yunnanensis,Luculia,Rubiaceae
Retiniphyllum maguirei,Retiniphyllum,Rubiaceae
Ceropegia aristolochioides,Ceropegia,Apocynaceae
Ceropegia keniensis,Ceropegia,Apocynaceae
Ceropegia loranthiflora,Ceropegia,Apocynaceae
Ceropegia meleagris,Ceropegia,Apocynaceae
Ceropegia nana,Ceropegia,Apocynaceae
Ceropegia umbraticola,Ceropegia,Apocynaceae
Spigelia herzogiana,Spigelia,Loganiaceae
Mantalania longipedunculata,Mantalania,Rubiaceae
Bertiera brevithyrsa,Bertiera,Rubiaceae
Ceropegia barnesii,Ceropegia,Apocynaceae
Ceropegia elegans,Ceropegia,Apocynaceae
Ceropegia huberi,Ceropegia,Apocynaceae
Ceropegia lucida,Ceropegia,Apocynaceae
Ceropegia nigra,Ceropegia,Apocynaceae
Ceropegia sootepensis,Ceropegia,Apocynaceae
Ceropegia speciosa,Ceropegia,Apocynaceae
Ceropegia tenuicaulis,Ceropegia,Apocynaceae
Ceropegia ugeni,Ceropegia,Apocynaceae
Ceropegia spatuliloba,Ceropegia,Apocynaceae
Swertia kashmirensis,Swertia,Gentianaceae
Ceropegia chuakulii,Ceropegia,Apocynaceae
Neanotis prabhui,Neanotis,Rubiaceae
Swertia multicaulis,Swertia,Gentianaceae
Swertia lactea,Swertia,Gentianaceae
Swertia dichotoma,Swertia,Gentianaceae
Swertia forrestii,Swertia,Gentianaceae
Swertia asarifolia,Swertia,Gentianaceae
Bertiera angusiana,Bertiera,Rubiaceae
Bertiera sphaerica,Bertiera,Rubiaceae
Bertiera tessmannii,Bertiera,Rubiaceae
Kadua knudsenii,Kadua,Rubiaceae
Swertia hongquanii,Swertia,Gentianaceae
Ceropegia claviloba,Ceropegia,Apocynaceae
Ceropegia copleyae,Ceropegia,Apocynaceae
Ceropegia debilis,Ceropegia,Apocynaceae
Ceropegia foliosa,Ceropegia,Apocynaceae
Ceropegia ledermannii,Ceropegia,Apocynaceae
Ceropegia loureiroi,Ceropegia,Apocynaceae
Ceropegia meyeri-johannis,Ceropegia,Apocynaceae
Ceropegia oculata,Ceropegia,Apocynaceae
Ceropegia radicans,Ceropegia,Apocynaceae
Ceropegia swaziorum,Ceropegia,Apocynaceae
Fischeria columbiana,Fischeria,Apocynaceae
Ceropegia reflexa,Ceropegia,Apocynaceae
Ceropegia pseudorhynchantha,Ceropegia,Apocynaceae
Ceropegia cordifolia,Ceropegia,Apocynaceae
Schismatoclada psychotrioides,Schismatoclada,Rubiaceae
Valantia hispida,Valantia,Rubiaceae
Swertia luquanensis,Swertia,Gentianaceae
Swertia splendens,Swertia,Gentianaceae
Swertia hickinii,Swertia,Gentianaceae
Swertia souliei,Swertia,Gentianaceae
Swertia crassiuscula,Swertia,Gentianaceae
Swertia beddomei,Swertia,Gentianaceae
Bertiera arctistipula,Bertiera,Rubiaceae
Bertiera bracteolata,Bertiera,Rubiaceae
Kadua littoralis,Kadua,Rubiaceae
Ceropegia elegantior,Ceropegia,Apocynaceae
Ceropegia mafekingensis,Ceropegia,Apocynaceae
Swertia mildbraedii,Swertia,Gentianaceae
Ceropegia fimbriifera,Ceropegia,Apocynaceae
Ceropegia mahabalei,Ceropegia,Apocynaceae
Ceropegia muliensis,Ceropegia,Apocynaceae
Ceropegia schumanniana,Ceropegia,Apocynaceae
Ceropegia stenophylla,Ceropegia,Apocynaceae
Spigelia mexicana,Spigelia,Loganiaceae
Spigelia pedunculata,Spigelia,Loganiaceae
Spigelia trispicata,Spigelia,Loganiaceae
Schismatoclada spathulata,Schismatoclada,Rubiaceae
Swertia juzepczukii,Swertia,Gentianaceae
Swertia virescens,Swertia,Gentianaceae
Swertia patula,Swertia,Gentianaceae
Swertia emeiensis,Swertia,Gentianaceae
Swertia banzragczii,Swertia,Gentianaceae
Spigelia aceifolia,Spigelia,Loganiaceae
Spigelia catarinensis,Spigelia,Loganiaceae
Bertiera elabensis,Bertiera,Rubiaceae
Ceropegia brachyceras,Ceropegia,Apocynaceae
Ceropegia fimbriata,Ceropegia,Apocynaceae
Ceropegia konasita,Ceropegia,Apocynaceae
Ceropegia pubescens,Ceropegia,Apocynaceae
Ceropegia pygmaea,Ceropegia,Apocynaceae
Ceropegia robivelonae,Ceropegia,Apocynaceae
Spigelia valenzuelae,Spigelia,Loganiaceae
Coptophyllum bracteatum,Coptophyllum,Rubiaceae
Schismatoclada purpurea,Schismatoclada,Rubiaceae
Swertia staintonii,Swertia,Gentianaceae
Swertia graciliflora,Swertia,Gentianaceae
Swertia quartiniana,Swertia,Gentianaceae
Swertia przewalskii,Swertia,Gentianaceae
Swertia cuneata,Swertia,Gentianaceae
Swertia engleri,Swertia,Gentianaceae
Swertia calcicola,Swertia,Gentianaceae
Spigelia beyrichiana,Spigelia,Loganiaceae
Bertiera aequatorialis,Bertiera,Rubiaceae
Bertiera borbonica,Bertiera,Rubiaceae
Spigelia tetraptera,Spigelia,Loganiaceae
Ceropegia arnottiana,Ceropegia,Apocynaceae
Ceropegia insignis,Ceropegia,Apocynaceae
Ceropegia kaariyei,Ceropegia,Apocynaceae
Ceropegia laikipiensis,Ceropegia,Apocynaceae
Ceropegia rhynchantha,Ceropegia,Apocynaceae
Spigelia martiana,Spigelia,Loganiaceae
Spigelia ramosa,Spigelia,Loganiaceae
Spigelia pusilla,Spigelia,Loganiaceae
Swertia grandiflora,Swertia,Gentianaceae
Swertia schliebenii,Swertia,Gentianaceae
Swertia assamensis,Swertia,Gentianaceae
Swertia conaensis,Swertia,Gentianaceae
Swertia cincta,Swertia,Gentianaceae
Bertiera laxissima,Bertiera,Rubiaceae
Kadua centranthoides,Kadua,Rubiaceae
Kadua formosa,Kadua,Rubiaceae
Swertia kilimandscharica,Swertia,Gentianaceae
Ceropegia antennifera,Ceropegia,Apocynaceae
Ceropegia ciliata,Ceropegia,Apocynaceae
Ceropegia langkawiensis,Ceropegia,Apocynaceae
Ceropegia zambesiaca,Ceropegia,Apocynaceae
Ceropegia buraoensis,Ceropegia,Apocynaceae
Spigelia palmeri,Spigelia,Loganiaceae
Spigelia nicotianiflora,Spigelia,Loganiaceae
Spigelia flemmingiana,Spigelia,Loganiaceae
Spigelia rojasiana,Spigelia,Loganiaceae
Swertia tetrapetala,Swertia,Gentianaceae
Swertia oculata,Swertia,Gentianaceae
Spigelia amplexicaulis,Spigelia,Loganiaceae
Bertiera angustifolia,Bertiera,Rubiaceae
Bertiera sinoensis,Bertiera,Rubiaceae
Ceropegia emdenpienaarii,Ceropegia,Apocynaceae
Swertia subuniflora,Swertia,Gentianaceae
Spigelia faveolata,Spigelia,Loganiaceae
Swertia wolfgangiana,Swertia,Gentianaceae
Ceropegia denticulata,Ceropegia,Apocynaceae
Ceropegia gilgiana,Ceropegia,Apocynaceae
Ceropegia illegitima,Ceropegia,Apocynaceae
Ceropegia kachinensis,Ceropegia,Apocynaceae
Ceropegia mannarana,Ceropegia,Apocynaceae
Ceropegia monteiroae,Ceropegia,Apocynaceae
Ceropegia sankuruensis,Ceropegia,Apocynaceae
Ceropegia teniana,Ceropegia,Apocynaceae
Ceropegia zeyheri,Ceropegia,Apocynaceae
Stigmatorhynchus hereroensis,Stigmatorhynchus,Apocynaceae
Ceropegia adamsiana,Ceropegia,Apocynaceae
Bertiera rosseeliana,Bertiera,Rubiaceae
Socotrella dolichocnema,Socotrella,Apocynaceae
Swertia subnivalis,Swertia,Gentianaceae
Swertia fedtschenkoana,Swertia,Gentianaceae
Spigelia carnosa,Spigelia,Loganiaceae
Spigelia cipoensis,Spigelia,Loganiaceae
Spongiosperma grandiflorum,Spongiosperma,Apocynaceae
Spigelia andina,Spigelia,Loganiaceae
Swertia yunnanensis,Swertia,Gentianaceae
Retiniphyllum fuchsioides,Retiniphyllum,Rubiaceae
Ceropegia achtenii,Ceropegia,Apocynaceae
Ceropegia attenuata,Ceropegia,Apocynaceae
Ceropegia cimiciodora,Ceropegia,Apocynaceae
Ceropegia dorjei,Ceropegia,Apocynaceae
Ceropegia inflata,Ceropegia,Apocynaceae
Ceropegia namuliensis,Ceropegia,Apocynaceae
Ceropegia petignatii,Ceropegia,Apocynaceae
Ceropegia subaphylla,Ceropegia,Apocynaceae
Ceropegia suddeei,Ceropegia,Apocynaceae
Ceropegia thaithongiae,Ceropegia,Apocynaceae
Ceropegia mwinilungensis,Ceropegia,Apocynaceae
Spigelia hamellioides,Spigelia,Loganiaceae
Swertia patnitopiansis,Swertia,Gentianaceae
Spigelia elbakyanii,Spigelia,Loganiaceae
Swertia tetrandra,Swertia,Gentianaceae
Swertia scottii,Swertia,Gentianaceae
Swertia schugnanica,Swertia,Gentianaceae
Swertia noguchiana,Swertia,Gentianaceae
Swertia erythrosticta,Swertia,Gentianaceae
Swertia eminii,Swertia,Gentianaceae
Swertia connata,Swertia,Gentianaceae
Swertia calicina,Swertia,Gentianaceae
Bertiera globiceps,Bertiera,Rubiaceae
Bertiera pauloi,Bertiera,Rubiaceae
Ceropegia candelabrum,Ceropegia,Apocynaceae
Ceropegia deightonii,Ceropegia,Apocynaceae
Ceropegia dimorpha,Ceropegia,Apocynaceae
Ceropegia multiflora,Ceropegia,Apocynaceae
Ceropegia sinoerecta,Ceropegia,Apocynaceae
Ceropegia terebriformis,Ceropegia,Apocynaceae
Ceropegia tomentosa,Ceropegia,Apocynaceae
Ceropegia turricula,Ceropegia,Apocynaceae
Ceropegia verticillata,Ceropegia,Apocynaceae
Ceropegia mucheveensis,Ceropegia,Apocynaceae
Ceropegia ansariana,Ceropegia,Apocynaceae
Chamaepentas greenwayi,Chamaepentas,Rubiaceae
Swertia pseudochinensis,Swertia,Gentianaceae
Swertia acaulis,Swertia,Gentianaceae
Swertia decora,Swertia,Gentianaceae
Spigelia queretarensis,Spigelia,Loganiaceae
Swertia changii,Swertia,Gentianaceae
Kadua laxiflora,Kadua,Rubiaceae
Ceropegia capensis,Ceropegia,Apocynaceae
Retiniphyllum parvifolium,Retiniphyllum,Rubiaceae
Ceropegia cancellata,Ceropegia,Apocynaceae
Ceropegia conrathii,Ceropegia,Apocynaceae
Ceropegia cumingiana,Ceropegia,Apocynaceae
Ceropegia dryophila,Ceropegia,Apocynaceae
Ceropegia madens,Ceropegia,Apocynaceae
Ceropegia yampwapwa,Ceropegia,Apocynaceae
Spigelia gentianoides,Spigelia,Loganiaceae
Swertia erosula,Swertia,Gentianaceae
Swertia bifolia,Swertia,Gentianaceae
Bertiera gonzaleoides,Bertiera,Rubiaceae
Swertia lihengiana,Swertia,Gentianaceae
Ceropegia kumaonensis,Ceropegia,Apocynaceae
Luculia pinceana,Luculia,Rubiaceae
Ceropegia bonafouxii,Ceropegia,Apocynaceae
Ceropegia brevitubulata,Ceropegia,Apocynaceae
Ceropegia haygarthii,Ceropegia,Apocynaceae
Ceropegia intermedia,Ceropegia,Apocynaceae
Ceropegia muzingana,Ceropegia,Apocynaceae
Ceropegia paohsingensis,Ceropegia,Apocynaceae
Ceropegia rollae,Ceropegia,Apocynaceae
Ceropegia striata,Ceropegia,Apocynaceae
Ceropegia woodii,Ceropegia,Apocynaceae
Ceropegia aloicola,Ceropegia,Apocynaceae
Schismatoclada bracteata,Schismatoclada,Rubiaceae
Swertia hookeri,Swertia,Gentianaceae
Swertia intermixta,Swertia,Gentianaceae
Swertia shintenensis,Swertia,Gentianaceae
Bertiera laurentii,Bertiera,Rubiaceae
Hutchinsonia glabrescens,Hutchinsonia,Rubiaceae
Neanotis sahyadrica,Neanotis,Rubiaceae
Ceriscoides celebica,Ceriscoides,Rubiaceae
Schismatoclada aurantiaca,Schismatoclada,Rubiaceae
Retiniphyllum scabrum,Retiniphyllum,Rubiaceae
Ceropegia stapeliiformis,Ceropegia,Apocynaceae
Ceropegia aquamontana,Ceropegia,Apocynaceae
Ceropegia robinsonii,Ceropegia,Apocynaceae
Ceropegia citrina,Ceropegia,Apocynaceae
Spigelia persicarioides,Spigelia,Loganiaceae
Parahancornia krukovii,Parahancornia,Apocynaceae
Swertia wardii,Swertia,Gentianaceae
Swertia volkensii,Swertia,Gentianaceae
Swertia tozanensis,Swertia,Gentianaceae
Swertia pianmaensis,Swertia,Gentianaceae
Spigelia aenea,Spigelia,Loganiaceae
Spigelia colimensis,Spigelia,Loganiaceae
Kadua parvula,Kadua,Rubiaceae
Parahancornia surrogata,Parahancornia,Apocynaceae
Luculia grandifolia,Luculia,Rubiaceae
Ceropegia filicorona,Ceropegia,Apocynaceae
Ceropegia linearis,Ceropegia,Apocynaceae
Ceropegia microgaster,Ceropegia,Apocynaceae
Ceropegia digitiformis,Ceropegia,Apocynaceae
Ceropegia marronina,Ceropegia,Apocynaceae
Ceropegia leptotes,Ceropegia,Apocynaceae
Spigelia insignis,Spigelia,Loganiaceae
Spigelia spartioides,Spigelia,Loganiaceae
Spigelia splendens,Spigelia,Loganiaceae
Kadua haupuensis,Kadua,Rubiaceae
Swertia raveendrae,Swertia,Gentianaceae
Swertia obtusa,Swertia,Gentianaceae
Swertia dilatata,Swertia,Gentianaceae
Swertia endotricha,Swertia,Gentianaceae
Bertiera rufa,Bertiera,Rubiaceae
Ceriscoides parvifolia,Ceriscoides,Rubiaceae
Ceropegia nampyana,Ceropegia,Apocynaceae
Cracosna gracilis,Cracosna,Gentianaceae
Ceropegia luzhiensis,Ceropegia,Apocynaceae
Swertia abyssinica,Swertia,Gentianaceae
Spigelia xochiquetzalliana,Spigelia,Loganiaceae
Swertia alba,Swertia,Gentianaceae
Swertia decurrens,Swertia,Gentianaceae
Spigelia chiapensis,Spigelia,Loganiaceae
Ceriscoides kerrii,Ceriscoides,Rubiaceae
Ceropegia anantii,Ceropegia,Apocynaceae
Ceropegia ballyana,Ceropegia,Apocynaceae
Ceropegia bowkeri,Ceropegia,Apocynaceae
Ceropegia cordiloba,Ceropegia,Apocynaceae
Ceropegia dinteri,Ceropegia,Apocynaceae
Ceropegia galeata,Ceropegia,Apocynaceae
